,Genome Name,species,antibiotic,resistance
10726,Shigella sonnei strain 168324,Shigella sonnei,cefotaxime,Susceptible
10727,Klebsiella pneumoniae strain MRSN371351,Klebsiella pneumoniae,ceftolozane-tazobactam,Susceptible
10728,Shigella sonnei strain 180790,Shigella sonnei,tobramycin,Resistant
10729,Shigella sonnei strain 183741,Shigella sonnei,ciprofloxacin,Susceptible
10730,Klebsiella pneumoniae strain P30-68,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
10731,Klebsiella pneumoniae strain P30-70,Klebsiella pneumoniae,aztreonam,Susceptible
10732,Klebsiella pneumoniae strain MRSN583141,Klebsiella pneumoniae,ciprofloxacin,Susceptible
10733,Klebsiella pneumoniae strain MRSN13761,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
10734,Shigella sonnei strain 170445,Shigella sonnei,sulfonamides,Resistant
10735,Staphylococcus aureus strain 60563-11-4,Staphylococcus aureus,clindamycin,Susceptible
10736,Staphylococcus aureus strain 60563-9-3,Staphylococcus aureus,tetracycline,Susceptible
10737,Klebsiella pneumoniae strain KE9520,Klebsiella pneumoniae,cefoxitin,Susceptible
10738,Klebsiella pneumoniae strain MRSN430405,Klebsiella pneumoniae,cefotaxime,Resistant
10739,Klebsiella pneumoniae strain WHC151,Klebsiella pneumoniae,tetracycline,Resistant
10740,Shigella sonnei strain 193413,Shigella sonnei,azithromycin,Resistant
10741,Shigella sonnei strain 167015,Shigella sonnei,nalidixic acid,Susceptible
10742,Staphylococcus aureus strain 75075_2_1,Staphylococcus aureus,gentamicin,Susceptible
10744,Shigella sonnei strain 149265,Shigella sonnei,streptomycin,Resistant
10745,Klebsiella pneumoniae strain MRSN4759,Klebsiella pneumoniae,cefepime,Resistant
10746,Shigella sonnei strain 207511,Shigella sonnei,azithromycin,Susceptible
10747,Shigella sonnei strain 193330,Shigella sonnei,tobramycin,Resistant
10748,Klebsiella pneumoniae strain KZN_INI_KINF_85,Klebsiella pneumoniae,amoxicillin/clavulanic acid,Resistant
10749,Shigella sonnei strain 185879,Shigella sonnei,trimethoprim,Resistant
10750,Pseudomonas aeruginosa strain SCAID WND1-2021 (9/195) strain SCAID WND1-2021 (9/195) strain SCAID WND1-2021 (9/195),Pseudomonas aeruginosa,cefazolin,Resistant
10751,Shigella sonnei strain 154833,Shigella sonnei,gentamicin,Susceptible
10752,Shigella sonnei strain 168320,Shigella sonnei,ertapenem,Susceptible
10753,Shigella sonnei strain 161920,Shigella sonnei,ceftazidime,Susceptible
10754,Staphylococcus aureus strain HL24830,Staphylococcus aureus,clindamycin,Susceptible
10755,Staphylococcus aureus strain 67582_2,Staphylococcus aureus,erythromycin,Susceptible
10756,Acinetobacter baumannii strain B9,Acinetobacter baumannii,carbapenem,Susceptible
10757,Acinetobacter baumannii strain E-072658,Acinetobacter baumannii,carbapenem,Susceptible
10758,Klebsiella pneumoniae strain MRSN742743,Klebsiella pneumoniae,ceftolozane-tazobactam,Susceptible
10759,Klebsiella pneumoniae strain MRSN366562,Klebsiella pneumoniae,ceftriaxone,Resistant
10760,Shigella sonnei strain 176409,Shigella sonnei,tobramycin,Resistant
10761,Shigella sonnei strain 195634,Shigella sonnei,azithromycin,Susceptible
10762,Shigella sonnei strain 193411,Shigella sonnei,ampicillin,Susceptible
10764,Shigella sonnei strain 166177,Shigella sonnei,chloramphenicol,Susceptible
10765,Shigella sonnei strain 161918,Shigella sonnei,tetracycline,Resistant
10766,Klebsiella pneumoniae strain MRSN27778,Klebsiella pneumoniae,cefuroxime,Resistant
10767,Shigella sonnei strain 149269,Shigella sonnei,tetracycline,Resistant
10768,Shigella sonnei strain 203680,Shigella sonnei,ampicillin,Resistant
10769,Shigella sonnei strain 190803,Shigella sonnei,gentamicin,Resistant
10770,Shigella sonnei strain 205584,Shigella sonnei,streptomycin,Resistant
10771,Shigella sonnei strain 195832,Shigella sonnei,temocillin,Resistant
10772,Klebsiella pneumoniae strain MRSN669510,Klebsiella pneumoniae,ceftriaxone,Resistant
10773,Staphylococcus aureus strain 71532_cf13,Staphylococcus aureus,ciprofloxacin,Susceptible
10774,Staphylococcus aureus strain 32200324,Staphylococcus aureus,tetracycline,Susceptible
10775,Klebsiella pneumoniae strain 2019_OU_BfR0019,Klebsiella pneumoniae,amikacin,Susceptible
10776,Shigella sonnei strain 181086,Shigella sonnei,tobramycin,Resistant
10777,Klebsiella pneumoniae strain MRSN368320,Klebsiella pneumoniae,cefotaxime,Resistant
10778,Shigella sonnei strain 168322,Shigella sonnei,cefpirome,Susceptible
10779,Staphylococcus aureus strain 32200324,Staphylococcus aureus,clindamycin,Susceptible
10780,Staphylococcus aureus strain 27193_175F292,Staphylococcus aureus,gentamicin,Susceptible
10781,Klebsiella pneumoniae strain KE2658,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Susceptible
10782,Klebsiella pneumoniae strain L923,Klebsiella pneumoniae,cefepime,Susceptible
10783,Shigella sonnei strain 201504,Shigella sonnei,cefoxitin,Susceptible
10784,Shigella sonnei strain 180540,Shigella sonnei,cefotaxime,Susceptible
10785,Klebsiella pneumoniae strain E09_10_13Ph,Klebsiella pneumoniae,piperacillin/tazobactam,Susceptible
10787,Klebsiella pneumoniae strain MRSN16233,Klebsiella pneumoniae,cefotaxime,Susceptible
10788,Shigella sonnei strain 161920,Shigella sonnei,tetracycline,Resistant
10790,Shigella sonnei strain 168322,Shigella sonnei,trimethoprim,Resistant
10791,Klebsiella pneumoniae strain P30-74,Klebsiella pneumoniae,aztreonam,Resistant
10792,Shigella sonnei strain 176416,Shigella sonnei,chloramphenicol,Resistant
10793,Shigella sonnei strain 151006,Shigella sonnei,cefotaxime,Resistant
10794,Shigella sonnei strain 168534,Shigella sonnei,tetracycline,Resistant
10795,Shigella sonnei strain 180542,Shigella sonnei,chloramphenicol,Susceptible
10796,Klebsiella pneumoniae strain PN107,Klebsiella pneumoniae,tetracycline,Resistant
10797,Klebsiella pneumoniae strain MRSN669510,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
10798,Klebsiella pneumoniae strain MK-07,Klebsiella pneumoniae,cefoxitin,Resistant
10799,Shigella sonnei strain 161916,Shigella sonnei,cefoxitin,Susceptible
10800,Klebsiella pneumoniae strain P30-70,Klebsiella pneumoniae,tetracycline,Susceptible
10801,Klebsiella pneumoniae strain MRSN564304,Klebsiella pneumoniae,ceftolozane-tazobactam,Susceptible
10802,Klebsiella pneumoniae strain MRSN761403,Klebsiella pneumoniae,ertapenem,Resistant
10803,Klebsiella pneumoniae strain MRSN410359,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
10804,Streptococcus pneumoniae strain S684,Streptococcus pneumoniae,chloramphenicol,Susceptible
10805,Klebsiella pneumoniae strain MRSN562722,Klebsiella pneumoniae,cefoxitin,Susceptible
10806,Shigella sonnei strain 152508,Shigella sonnei,azithromycin,Susceptible
10807,Shigella sonnei strain 155597,Shigella sonnei,streptomycin,Susceptible
10808,Shigella sonnei strain 149193,Shigella sonnei,gentamicin,Resistant
10809,Klebsiella pneumoniae strain R32,Klebsiella pneumoniae,cefoxitin,Susceptible
10810,Shigella sonnei strain 149268,Shigella sonnei,cefotaxime,Susceptible
10811,Shigella sonnei strain 180540,Shigella sonnei,tetracycline,Susceptible
10812,Staphylococcus aureus strain NCTC9613,Staphylococcus aureus,penicillin,Susceptible
10813,Shigella sonnei strain 185943,Shigella sonnei,cefotaxime,Susceptible
10814,Shigella sonnei strain 175550,Shigella sonnei,nalidixic acid,Susceptible
10815,Shigella sonnei strain 201501,Shigella sonnei,ampicillin,Susceptible
10816,Shigella sonnei strain 194199,Shigella sonnei,gentamicin,Resistant
10817,Klebsiella pneumoniae strain KP18-41,Klebsiella pneumoniae,meropenem,Resistant
10820,Shigella sonnei strain 170364,Shigella sonnei,cefotaxime,Susceptible
10821,Shigella sonnei strain 149192,Shigella sonnei,cefotaxime,Resistant
10822,Shigella sonnei strain 196411,Shigella sonnei,trimethoprim,Resistant
10823,Shigella sonnei strain 181981,Shigella sonnei,ertapenem,Resistant
10824,Klebsiella pneumoniae strain MRSN19073,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,Resistant
10825,Staphylococcus aureus strain 30500174,Staphylococcus aureus,clindamycin,Susceptible
10826,Shigella sonnei strain 155597,Shigella sonnei,cefoxitin,Susceptible
10828,Klebsiella pneumoniae strain P30-74,Klebsiella pneumoniae,imipenem,Susceptible
10829,Escherichia coli 291,Escherichia coli,streptomycin,Resistant
10830,Klebsiella pneumoniae strain PN95,Klebsiella pneumoniae,cefoxitin,Susceptible
10831,Klebsiella pneumoniae strain KZN_INI_KINF_90,Klebsiella pneumoniae,cefoxitin,Susceptible
10833,Shigella sonnei strain 155684,Shigella sonnei,nalidixic acid,Susceptible
10834,Shigella sonnei strain 153151,Shigella sonnei,cefoxitin,Susceptible
10835,Shigella sonnei strain 149200,Shigella sonnei,nalidixic acid,Susceptible
10836,Shigella sonnei strain 203384,Shigella sonnei,azithromycin,Susceptible
10837,Klebsiella pneumoniae strain E14_15_42Sa,Klebsiella pneumoniae,amikacin,Susceptible
10838,Pseudomonas aeruginosa strain ZYPA06 strain not collected,Pseudomonas aeruginosa,levofloxacin,Resistant
10839,Klebsiella pneumoniae strain WHC1,Klebsiella pneumoniae,tobramycin,Resistant
10840,Klebsiella pneumoniae strain MRSN562722,Klebsiella pneumoniae,cefuroxime,Susceptible
10841,Staphylococcus aureus strain 51000033,Staphylococcus aureus,erythromycin,Susceptible
10842,Shigella sonnei strain 171140,Shigella sonnei,ampicillin,Resistant
10843,Staphylococcus aureus strain V8,Staphylococcus aureus,erythromycin,Susceptible
10844,Klebsiella pneumoniae strain MRSN750877,Klebsiella pneumoniae,cefotaxime,Susceptible
10845,Klebsiella pneumoniae strain MRSN546733,Klebsiella pneumoniae,ciprofloxacin,Resistant
10846,Staphylococcus aureus strain P36,Staphylococcus aureus,gentamicin,Susceptible
10848,Klebsiella pneumoniae strain KZN_INI_KINF_29,Klebsiella pneumoniae,cefoxitin,Susceptible
10850,Shigella sonnei strain 182072,Shigella sonnei,chloramphenicol,Susceptible
10851,Shigella sonnei strain 176303,Shigella sonnei,ceftazidime,Susceptible
10852,Klebsiella pneumoniae strain C14_15_09Ph,Klebsiella pneumoniae,cefoxitin,Resistant
10853,Shigella sonnei strain 191942,Shigella sonnei,tobramycin,Resistant
10854,Staphylococcus aureus strain 31713214,Staphylococcus aureus,methicillin,Susceptible
10855,Mycobacterium tuberculosis strain OMICS/BPL/0022/19/SP,Mycobacterium tuberculosis,capreomycin,Susceptible
10856,Staphylococcus aureus strain 27182_155F75,Staphylococcus aureus,clindamycin,Susceptible
10857,Staphylococcus aureus strain 67109,Staphylococcus aureus,methicillin,Susceptible
10859,Shigella sonnei strain 182175,Shigella sonnei,azithromycin,Susceptible
10860,Staphylococcus aureus strain 67582_1,Staphylococcus aureus,ciprofloxacin,Susceptible
10861,Shigella sonnei strain 185474,Shigella sonnei,ciprofloxacin,Resistant
10862,Staphylococcus epidermidis strain SCAID OTT1-2021 (597) strain SCAID OTT1-2021 (597) strain SCAID OTT1-2021 (597),Staphylococcus epidermidis,meropenem,Susceptible
10863,Klebsiella pneumoniae strain MRSN22232,Klebsiella pneumoniae,moxifloxacin,Susceptible
10864,Shigella sonnei strain 198256,Shigella sonnei,ertapenem,Susceptible
10865,Klebsiella pneumoniae strain MRSN27778,Klebsiella pneumoniae,piperacillin_tazobactam,Resistant
10866,Shigella sonnei strain 175549,Shigella sonnei,streptomycin,Resistant
10867,Shigella sonnei strain 209681,Shigella sonnei,ceftazidime,Susceptible
10868,Shigella sonnei strain 159714,Shigella sonnei,ciprofloxacin,Susceptible
10869,Shigella sonnei strain 195615,Shigella sonnei,azithromycin,Susceptible
10870,Klebsiella pneumoniae strain KE4439,Klebsiella pneumoniae,levofloxacin,Resistant
10871,Pseudomonas aeruginosa strain ZYPA09 strain not collected,Pseudomonas aeruginosa,levofloxacin,Susceptible
10872,Klebsiella pneumoniae strain MRSN374613,Klebsiella pneumoniae,cefazolin,Resistant
10873,Shigella sonnei strain 159717,Shigella sonnei,cefoxitin,Resistant
10874,Shigella sonnei strain 195757,Shigella sonnei,amikacin,Susceptible
10875,Klebsiella pneumoniae strain KP18-3-8,Klebsiella pneumoniae,cefepime,Susceptible
10876,Klebsiella pneumoniae strain MRSN669510,Klebsiella pneumoniae,aztreonam,Susceptible
10877,Staphylococcus aureus strain 60563-11-2,Staphylococcus aureus,gentamicin,Susceptible
10878,Klebsiella pneumoniae strain MRSN28893,Klebsiella pneumoniae,aztreonam,Susceptible
10879,Klebsiella pneumoniae strain MRSN27989,Klebsiella pneumoniae,gentamicin,Resistant
10880,Shigella sonnei strain 167014,Shigella sonnei,ampicillin,Susceptible
10883,Shigella sonnei strain 161916,Shigella sonnei,azithromycin,Susceptible
10884,Mycobacterium tuberculosis strain 396,Mycobacterium tuberculosis,kanamycin,Susceptible
10885,Klebsiella pneumoniae strain WHC57,Klebsiella pneumoniae,imipenem,Susceptible
10886,Klebsiella pneumoniae strain Q1461,Klebsiella pneumoniae,cefepime,Resistant
10887,Staphylococcus aureus strain 27/4-18 LC,Staphylococcus aureus,methicillin,Susceptible
10888,Shigella sonnei strain 193378,Shigella sonnei,ciprofloxacin,Susceptible
10890,Klebsiella pneumoniae strain MRSN518712,Klebsiella pneumoniae,cefotaxime,Resistant
10891,Shigella sonnei strain 195757,Shigella sonnei,cefpirome,Susceptible
10892,Klebsiella pneumoniae strain MRSN479404,Klebsiella pneumoniae,cefepime,Resistant
10893,Shigella sonnei strain 187596,Shigella sonnei,azithromycin,Resistant
10894,Shigella sonnei strain 181988,Shigella sonnei,cefpirome,Resistant
10895,Shigella sonnei strain 170445,Shigella sonnei,trimethoprim,Resistant
10896,Shigella sonnei strain 189256,Shigella sonnei,amikacin,Resistant
10897,Shigella sonnei strain 186595,Shigella sonnei,ampicillin,Susceptible
10898,Shigella sonnei strain 150955,Shigella sonnei,ampicillin,Susceptible
10899,Shigella sonnei strain 161911,Shigella sonnei,cefotaxime,Resistant
10900,Shigella sonnei strain 203680,Shigella sonnei,sulfonamides,Resistant
10901,Shigella sonnei strain 190808,Shigella sonnei,tetracycline,Susceptible
10902,Klebsiella pneumoniae strain MRSN702261,Klebsiella pneumoniae,gentamicin,Susceptible
10903,Klebsiella pneumoniae strain MRSN564304,Klebsiella pneumoniae,ciprofloxacin,Susceptible
10905,Shigella sonnei strain 167015,Shigella sonnei,ceftazidime,Resistant
10906,Shigella sonnei strain 179820,Shigella sonnei,streptomycin,Resistant
10907,Klebsiella pneumoniae strain P30-63,Klebsiella pneumoniae,meropenem,Susceptible
10908,Klebsiella pneumoniae strain MRSN365679,Klebsiella pneumoniae,cephalothin,Resistant
10909,Klebsiella pneumoniae strain MRSN515432,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Susceptible
10910,Shigella sonnei strain 164682,Shigella sonnei,azithromycin,Susceptible
10911,Klebsiella pneumoniae strain KE4389,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
10912,Staphylococcus aureus strain NC LW,Staphylococcus aureus,penicillin,Resistant
10913,Staphylococcus aureus strain 23/2-5 SG,Staphylococcus aureus,trimethoprim/sulfamethoxazole,Susceptible
10914,Klebsiella pneumoniae strain CVUAS 11463,Klebsiella pneumoniae,amikacin,Susceptible
10915,Klebsiella pneumoniae strain 260,Klebsiella pneumoniae,trimethoprim_sulfamethoxazole,Resistant
10916,Klebsiella pneumoniae strain MRSN6778,Klebsiella pneumoniae,levofloxacin,Susceptible
10917,Shigella sonnei strain 153151,Shigella sonnei,ampicillin,Susceptible
10918,Mycobacterium tuberculosis strain OMICS/BPL/0044/19/SP,Mycobacterium tuberculosis,streptomycin,Susceptible
10919,Shigella sonnei strain 20051272_1361367,Shigella sonnei,nalidixic acid,Susceptible
10920,Klebsiella pneumoniae strain PN97,Klebsiella pneumoniae,amikacin,Susceptible
10922,Klebsiella pneumoniae strain MRSN699654,Klebsiella pneumoniae,piperacillin-tazobactam,Susceptible
10923,Staphylococcus aureus strain 75075_1_2,Staphylococcus aureus,ciprofloxacin,Susceptible
10924,Klebsiella pneumoniae strain IRAN-43,Klebsiella pneumoniae,aztreonam,Susceptible
10925,Klebsiella pneumoniae strain KZN_INI_KINF_90,Klebsiella pneumoniae,ciprofloxacin,Susceptible
10926,Shigella sonnei strain 174675,Shigella sonnei,gentamicin,Resistant
10928,Staphylococcus aureus strain 73078_9,Staphylococcus aureus,gentamicin,Susceptible
10929,Staphylococcus aureus strain 23/2-5 YBH,Staphylococcus aureus,clindamycin,Susceptible
10930,Klebsiella pneumoniae strain MRSN25616,Klebsiella pneumoniae,meropenem,Susceptible
10932,Streptococcus pneumoniae strain PP15,Streptococcus pneumoniae,tetracycline,Susceptible
10934,Klebsiella pneumoniae strain MRSN564304,Klebsiella pneumoniae,ampicillin-sulbactam,Resistant
10935,Shigella sonnei strain 161046,Shigella sonnei,ciprofloxacin,Susceptible
10936,Shigella sonnei strain 199832,Shigella sonnei,ciprofloxacin,Susceptible
10937,Staphylococcus aureus strain 18/1-12 BHC,Staphylococcus aureus,ciprofloxacin,Susceptible
10938,Klebsiella pneumoniae strain MRSN22232,Klebsiella pneumoniae,cephalothin,Resistant
10939,Shigella sonnei strain 166988,Shigella sonnei,chloramphenicol,Susceptible
10940,Shigella sonnei strain 19910761_1361368,Shigella sonnei,chloramphenicol,Susceptible
10941,Shigella sonnei strain 184494,Shigella sonnei,ceftazidime,Resistant
10942,Shigella sonnei strain 166176,Shigella sonnei,trimethoprim,Resistant
10943,Staphylococcus aureus strain 41302682,Staphylococcus aureus,trimethoprim/sulfamethoxazole,Susceptible
10944,Klebsiella pneumoniae strain MRSN582610,Klebsiella pneumoniae,piperacillin_tazobactam,Susceptible
10945,Klebsiella pneumoniae strain KP18-29,Klebsiella pneumoniae,ertapenem,Susceptible
10946,Shigella sonnei strain 191890,Shigella sonnei,cefotaxime,Susceptible
10947,Shigella sonnei strain 175550,Shigella sonnei,trimethoprim,Resistant
10948,Klebsiella pneumoniae strain PN107,Klebsiella pneumoniae,amikacin,Susceptible
10949,Klebsiella pneumoniae strain KE1508,Klebsiella pneumoniae,aztreonam,Susceptible
10950,Shigella sonnei strain 207588,Shigella sonnei,ertapenem,Resistant
10951,Klebsiella pneumoniae strain MRSN14444,Klebsiella pneumoniae,ampicillin,Resistant
10952,Shigella sonnei strain 190613,Shigella sonnei,cefpirome,Susceptible
10953,Staphylococcus aureus strain BP2,Staphylococcus aureus,ciprofloxacin,Resistant
10955,Klebsiella pneumoniae strain KP18-8,Klebsiella pneumoniae,ertapenem,Susceptible
10956,Staphylococcus aureus strain 75075_1_1,Staphylococcus aureus,methicillin,Susceptible
10957,Klebsiella pneumoniae strain KCJ2K2161,Klebsiella pneumoniae,ertapenem,Susceptible
10958,Streptococcus pneumoniae strain S363,Streptococcus pneumoniae,erythromycin,Resistant
10960,Shigella sonnei strain 172320,Shigella sonnei,azithromycin,Susceptible
10961,Klebsiella pneumoniae strain MRSN5881,Klebsiella pneumoniae,ceftazidime-avibactam,Susceptible
10962,Klebsiella pneumoniae strain MRSN676980,Klebsiella pneumoniae,cefpodoxime,Susceptible
